Fecha,Generación total,Consumo total,Autoconsumo,Energía suministrada a la red,Energía obtenida de la red
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.01.2024,118971.0614,686518.0614,118963.0614,8.0,567555.0
02.01.2024,119520.1003,1016502.1003,119520.1003,0.0,896982.0
03.01.2024,212833.7583,971881.7583,212833.7583,0.0,759048.0
04.01.2024,294481.3564,1008047.3564,294481.3564,0.0,713566.0
05.01.2024,275448.1669,1120756.1669,275448.1669,0.0,845308.0
06.01.2024,285006.4994,986850.4994,285000.4994,6.0,701850.0
07.01.2024,241475.6514,835890.6514,240851.6514,624.0,595039.0
08.01.2024,205443.2169,1070689.2169,205443.2169,0.0,865246.0
09.01.2024,266360.8294,1093163.8294,266360.8294,0.0,826803.0
10.01.2024,250517.8894,1040129.8894,250517.8894,0.0,789612.0
11.01.2024,158536.8669,912412.8669,158536.8669,0.0,753876.0
12.01.2024,82058.9592,849470.9592,82058.9592,0.0,767412.0
13.01.2024,258504.7236,925927.7236,258498.7236,6.0,667429.0
14.01.2024,221354.0214,772658.0214,220870.0214,484.0,551788.0
15.01.2024,226175.7475,1017814.7475,226171.7475,4.0,791643.0
16.01.2024,234339.3367,999849.3367,234325.3367,14.0,765524.0
17.01.2024,215787.6806,1024442.6806,215785.6806,2.0,808657.0
18.01.2024,269803.6964,1004498.6964,269799.6964,4.0,734699.0
19.01.2024,273320.1947,1065419.1947,273315.1947,5.0,792104.0
20.01.2024,259313.1522,895010.1522,259313.1522,0.0,635697.0
21.01.2024,226547.455,690877.455,225782.455,765.0,465095.0
22.01.2024,103316.3508,596606.3508,103300.3508,16.0,493306.0
23.01.2024,194944.195,923699.195,194944.195,0.0,728755.0
24.01.2024,187855.1311,1044038.1311,187855.1311,0.0,856183.0
25.01.2024,219976.2031,1049693.2031,219976.2031,0.0,829717.0
26.01.2024,249758.0728,1039119.0728,249758.0728,0.0,789361.0
27.01.2024,262235.1419,967570.1419,262235.1419,0.0,705335.0
28.01.2024,257432.6236,697779.6236,257170.6236,262.0,440609.0
29.01.2024,218933.46,1035410.46,218933.46,0.0,816477.0
30.01.2024,263273.1292,1064233.1292,263273.1292,0.0,800960.0
31.01.2024,298752.4842,1151465.4842,298752.4842,0.0,852713.0
01.02.2024,159820.6422,1044514.6422,159820.6422,0.0,884694.0
02.02.2024,276388.9611,1113657.9611,276388.9611,0.0,837269.0
03.02.2024,255413.0411,777504.0411,255412.0411,1.0,522092.0
04.02.2024,155657.9003,400444.9003,155285.9003,372.0,245159.0
05.02.2024,272058.5225,1115443.5225,272058.5225,0.0,843385.0
06.02.2024,292869.5783,1195279.5783,292869.5783,0.0,902410.0
07.02.2024,293184.3625,1215534.3625,293184.3625,0.0,922350.0
08.02.2024,224216.9969,1118799.9969,224216.9969,0.0,894583.0
09.02.2024,95194.1467,1009382.1467,95194.1467,0.0,914188.0
10.02.2024,106445.7053,820741.7053,106445.7053,0.0,714296.0
11.02.2024,162596.3903,611274.3903,162529.3903,67.0,448745.0
12.02.2024,184927.4611,573697.4611,184701.4611,226.0,388996.0
13.02.2024,112703.1261,548300.1261,112673.1261,30.0,435627.0
14.02.2024,238514.8242,930023.8242,238514.8242,0.0,691509.0
15.02.2024,234154.0447,1018115.0447,234154.0447,0.0,783961.0
16.02.2024,288524.9275,1194196.9275,288524.9275,0.0,905672.0
17.02.2024,233242.8803,921074.8803,233231.8803,11.0,687843.0
18.02.2024,204055.8394,639411.8394,203830.8394,225.0,435581.0
19.02.2024,79859.3503,946089.3503,79859.3503,0.0,866230.0
20.02.2024,175138.9269,905372.9269,175138.9269,0.0,730234.0
21.02.2024,268666.8758,1020533.8758,268666.8758,0.0,751867.0
22.02.2024,257148.4539,902909.4539,257126.4539,22.0,645783.0
23.02.2024,143185.2958,905503.2958,143181.2958,4.0,762322.0
24.02.2024,106901.6678,830895.6678,106901.6678,0.0,723994.0
25.02.2024,143191.1997,715606.1997,143191.1997,0.0,572415.0
26.02.2024,258282.3978,946183.3978,258282.3978,0.0,687901.0
27.02.2024,303432.5244,1031825.5244,303432.5244,0.0,728393.0
28.02.2024,289200.6219,1107786.6219,289199.6219,1.0,818587.0
29.02.2024,274151.9431,1073576.9431,274151.9431,0.0,799425.0
01.03.2024,286985.0397,1118800.0397,286985.0397,0.0,831815.0
02.03.2024,275694.2233,1060217.2233,275694.2233,0.0,784523.0
03.03.2024,238266.3703,878625.3703,238067.3703,199.0,640558.0
04.03.2024,182512.9506,1067837.9506,182512.9506,0.0,885325.0
05.03.2024,176824.7947,887526.7947,176819.7947,5.0,710707.0
06.03.2024,215291.8169,963417.8169,215291.8169,0.0,748126.0
07.03.2024,212185.0875,973885.0875,212185.0875,0.0,761700.0
08.03.2024,164936.9847,1032881.9847,164936.9847,0.0,867945.0
09.03.2024,217028.9628,856239.9628,217022.9628,6.0,639217.0
10.03.2024,224463.3375,777748.3375,224304.3375,159.0,553444.0
11.03.2024,273381.9431,1124139.9431,273381.9431,0.0,850758.0
12.03.2024,246256.3672,1121707.3672,246256.3672,0.0,875451.0
13.03.2024,233347.6986,1063633.6986,233347.6986,0.0,830286.0
14.03.2024,229969.9611,1102326.9611,229969.9611,0.0,872357.0
15.03.2024,266161.5342,1059104.5342,266161.5342,0.0,792943.0
16.03.2024,208877.6764,943863.6764,208766.6764,111.0,735097.0
17.03.2024,180684.6472,707044.6472,180483.6472,201.0,526561.0
18.03.2024,213196.1597,1147430.1597,213196.1597,0.0,934234.0
19.03.2024,227841.6378,1029764.6378,227841.6378,0.0,801923.0
20.03.2024,179544.9028,1096885.9028,179544.9028,0.0,917341.0
21.03.2024,88658.9717,1036555.9717,88658.9717,0.0,947897.0
22.03.2024,288066.2703,904744.2703,288066.2703,0.0,616678.0
23.03.2024,200326.7069,576210.7069,199863.7069,463.0,376347.0
24.03.2024,167303.6333,567397.6333,166961.6333,342.0,400436.0
