Fecha,Generación total,Consumo total,Autoconsumo,Energía suministrada a la red,Energía obtenida de la red
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.01.2024,5527.1197,17082.1197,5520.1197,7.0,11562.0
02.01.2024,16684.2731,56909.2731,16661.2731,23.0,40248.0
03.01.2024,21894.8294,63747.8294,21872.8294,22.0,41875.0
04.01.2024,32785.2933,75948.2933,32766.2933,19.0,43182.0
05.01.2024,29501.3111,72082.3111,29464.3111,37.0,42618.0
06.01.2024,13300.7711,38554.7711,13282.7711,18.0,25272.0
07.01.2024,5546.5039,16635.5039,5540.5039,6.0,11095.0
08.01.2024,21186.7397,67618.7397,21165.7397,21.0,46453.0
09.01.2024,28274.865,69649.865,28241.865,33.0,41408.0
10.01.2024,26256.4117,71637.4117,26233.4117,23.0,45404.0
11.01.2024,15431.0472,63745.0472,15414.0472,17.0,48331.0
12.01.2024,8602.4939,60902.4939,8602.4939,0.0,52300.0
13.01.2024,13614.3808,39837.3808,13595.3808,19.0,26242.0
14.01.2024,5326.1644,15877.1644,5322.1644,4.0,10555.0
15.01.2024,23091.4017,73838.4017,23080.4017,11.0,50758.0
16.01.2024,21853.9411,54851.9411,21810.9411,43.0,33041.0
17.01.2024,20842.06,61767.06,20824.06,18.0,40943.0
18.01.2024,24006.0428,51012.0428,23956.0428,50.0,27056.0
19.01.2024,29265.0425,73363.0425,29246.0425,19.0,44117.0
20.01.2024,13435.7528,37328.7528,13418.7528,17.0,23910.0
21.01.2024,5600.6597,16569.6597,5596.6597,4.0,10973.0
22.01.2024,5487.9036,18592.9036,5471.9036,16.0,13121.0
23.01.2024,20581.9461,66424.9461,20573.9461,8.0,45851.0
24.01.2024,17922.2653,72883.2653,17920.2653,2.0,54963.0
25.01.2024,22541.9875,71052.9875,22528.9875,13.0,48524.0
26.01.2024,27888.1372,68278.1372,27871.1372,17.0,40407.0
27.01.2024,15677.5256,47027.5256,15670.5256,7.0,31357.0
28.01.2024,5660.5611,16720.5611,5653.5611,7.0,11067.0
29.01.2024,21659.0208,66977.0208,21653.0208,6.0,45324.0
30.01.2024,26250.2625,67955.2625,26237.2625,13.0,41718.0
31.01.2024,33212.1953,81186.1953,33200.1953,12.0,47986.0
01.02.2024,17197.5322,69949.5322,17193.5322,4.0,52756.0
02.02.2024,31245.3867,65657.3867,31222.3867,23.0,34435.0
03.02.2024,21747.2308,54033.2308,21733.2308,14.0,32300.0
04.02.2024,5593.7478,16469.7478,5587.7478,6.0,10882.0
05.02.2024,29340.0211,85147.0211,29326.0211,14.0,55821.0
06.02.2024,30883.9606,76166.9606,30861.9606,22.0,45305.0
07.02.2024,31001.1125,76734.1125,30981.1125,20.0,45753.0
08.02.2024,22142.9167,74216.9167,22126.9167,16.0,52090.0
09.02.2024,9529.2667,54279.2667,9524.2667,5.0,44755.0
10.02.2024,6009.9992,39246.9992,6005.9992,4.0,33241.0
11.02.2024,4677.5028,15930.5028,4671.5028,6.0,11259.0
12.02.2024,5104.2889,15848.2889,5098.2889,6.0,10750.0
13.02.2024,4778.8403,15658.8403,4772.8403,6.0,10886.0
14.02.2024,22473.7236,49993.7236,22443.7236,30.0,27550.0
15.02.2024,23284.1992,60633.1992,23259.1992,25.0,37374.0
16.02.2024,31435.1225,75916.1225,31423.1225,12.0,44493.0
17.02.2024,13258.9614,45610.9614,13251.9614,7.0,32359.0
18.02.2024,5751.1142,16660.1142,5744.1142,7.0,10916.0
19.02.2024,7828.5378,59237.5378,7824.5378,4.0,51413.0
20.02.2024,22945.9806,68907.9806,22937.9806,8.0,45970.0
21.02.2024,23543.1356,55340.1356,23483.1356,60.0,31857.0
22.02.2024,23737.7675,58627.7675,23704.7675,33.0,34923.0
23.02.2024,14194.8144,54544.8144,14176.8144,18.0,40368.0
24.02.2024,7308.9944,43438.9944,7303.9944,5.0,36135.0
25.02.2024,3570.6931,16398.6931,3566.6931,4.0,12832.0
26.02.2024,25106.4314,67026.4314,25076.4314,30.0,41950.0
27.02.2024,32016.7369,76825.7369,32004.7369,12.0,44821.0
28.02.2024,29250.8828,68293.8828,29228.8828,22.0,39065.0
29.02.2024,27483.6422,70312.6422,27464.6422,19.0,42848.0
01.03.2024,29857.9822,68276.9822,29831.9822,26.0,38445.0
02.03.2024,14353.3558,43315.3558,14343.3558,10.0,28972.0
03.03.2024,5243.8742,17284.8742,5234.8742,9.0,12050.0
04.03.2024,18658.2875,57670.2875,18646.2875,12.0,39024.0
05.03.2024,19742.8172,60388.8172,19728.8172,14.0,40660.0
06.03.2024,26314.3242,78124.3242,26308.3242,6.0,51816.0
07.03.2024,21861.4558,73307.4558,21860.4558,1.0,51447.0
08.03.2024,17858.665,73970.665,17845.665,13.0,56125.0
09.03.2024,9675.45,39133.45,9665.45,10.0,29468.0
10.03.2024,5029.4753,16766.4753,5023.4753,6.0,11743.0
11.03.2024,27343.5494,69024.5494,27316.5494,27.0,41708.0
12.03.2024,25427.8228,79785.8228,25422.8228,5.0,54363.0
13.03.2024,24541.8508,80088.8508,24534.8508,7.0,55554.0
14.03.2024,22204.2444,66075.2444,22186.2444,18.0,43889.0
15.03.2024,25477.5992,63376.5992,25445.5992,32.0,37931.0
16.03.2024,12960.9272,42276.9272,12954.9272,6.0,29322.0
17.03.2024,5079.8783,18217.8783,5075.8783,4.0,13142.0
18.03.2024,21914.6925,56896.6925,21891.6925,23.0,35005.0
19.03.2024,20282.6842,65338.6842,20256.6842,26.0,45082.0
20.03.2024,17719.0217,61496.0217,17699.0217,20.0,43797.0
21.03.2024,8898.9653,61027.9653,8898.9653,0.0,52129.0
22.03.2024,23577.6122,43044.6122,23463.6122,114.0,19581.0
23.03.2024,4602.1089,15531.1089,4594.1089,8.0,10937.0
24.03.2024,4818.9589,15872.9589,4810.9589,8.0,11062.0
25.03.2024,22805.3883,74391.3883,22784.3883,21.0,51607.0
26.03.2024,24906.2758,68739.2758,24875.2758,31.0,43864.0
27.03.2024,28616.6875,72865.6875,28599.6875,17.0,44266.0
28.03.2024,19510.7481,61499.7481,19498.7481,12.0,42001.0
29.03.2024,5071.1575,16807.1575,5065.1575,6.0,11742.0
30.03.2024,10756.9736,41551.9736,10748.9736,8.0,30803.0
31.03.2024,5105.6331,17554.6331,5099.6331,6.0,12455.0
01.04.2024,20900.0469,60411.0469,20864.0469,36.0,39547.0
02.04.2024,16277.6494,64638.6494,16274.6494,3.0,48364.0
03.04.2024,16917.9058,53270.9058,16891.9058,26.0,36379.0
04.04.2024,22257.9144,60354.9144,22228.9144,29.0,38126.0
05.04.2024,20734.1564,66044.1564,20715.1564,19.0,45329.0
06.04.2024,11188.4847,35543.4847,11177.4847,11.0,24366.0
07.04.2024,4686.4392,16284.4392,4680.4392,6.0,11604.0
08.04.2024,13006.4536,58404.4536,12999.4536,7.0,45405.0
09.04.2024,13862.0383,49402.0383,13839.0383,23.0,35563.0
10.04.2024,17272.8453,54265.8453,17243.8453,29.0,37022.0
11.04.2024,12023.2867,47496.2867,11998.2867,25.0,35498.0
12.04.2024,7661.4447,35856.4447,7652.4447,9.0,28204.0
13.04.2024,4758.5072,26095.5072,4756.5072,2.0,21339.0
14.04.2024,1983.2131,17176.2131,1981.2131,2.0,15195.0
15.04.2024,3600.6878,30082.6878,3597.6878,3.0,26485.0
16.04.2024,4822.2217,27013.2217,4820.2217,2.0,22193.0
17.04.2024,9861.0669,27328.0669,9819.0669,42.0,17509.0
18.04.2024,14146.4644,32370.4644,14097.4644,49.0,18273.0
19.04.2024,15211.0822,33353.0822,15110.0822,101.0,18243.0
20.04.2024,10961.0794,28353.0794,10939.0794,22.0,17414.0
21.04.2024,4318.7256,16854.7256,4312.7256,6.0,12542.0
22.04.2024,19590.7675,49948.7675,19562.7675,28.0,30386.0
23.04.2024,20090.4828,62347.4828,20070.4828,20.0,42277.0
