Fecha,Generación total,Consumo total,Autoconsumo,Energía suministrada a la red,Energía obtenida de la red
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.01.2025,130793.8559,341649.8559,130550.8559,243.0,211099.0
02.01.2025,191311.2773,582540.2773,191287.2773,24.0,391253.0
03.01.2025,214562.7913,581268.7913,214555.7913,7.0,366713.0
04.01.2025,89200.8092,402360.8092,89138.8092,62.0,313222.0
05.01.2025,77791.0823,282000.0823,77632.0823,159.0,204368.0
06.01.2025,133232.1958,538445.1958,133232.1958,0.0,405213.0
07.01.2025,71905.5143,445653.5143,71838.5143,67.0,373815.0
08.01.2025,92981.5476,428386.5476,92927.5476,54.0,335459.0
09.01.2025,137867.3033,498593.3033,137842.3033,25.0,360751.0
10.01.2025,119134.3163,490161.3163,119133.3163,1.0,371028.0
11.01.2025,80412.4326,326059.4326,80286.4326,126.0,245773.0
12.01.2025,49530.201,266613.201,49491.201,39.0,217122.0
13.01.2025,121565.8028,518459.8028,121565.8028,0.0,396894.0
14.01.2025,151159.3869,511414.3869,151048.3869,111.0,360366.0
15.01.2025,192910.8739,525033.8739,192897.8739,13.0,332136.0
16.01.2025,183100.8122,573166.8122,183100.8122,0.0,390066.0
17.01.2025,149311.1728,614135.1728,149311.1728,0.0,464824.0
18.01.2025,134714.3408,491117.3408,134688.3408,26.0,356429.0
19.01.2025,80046.4047,341702.4047,79954.4047,92.0,261748.0
20.01.2025,88359.3389,457020.3389,88359.3389,0.0,368661.0
21.01.2025,134626.4564,471744.4564,134598.4564,28.0,337146.0
22.01.2025,70852.5994,307716.5994,70745.5994,107.0,236971.0
23.01.2025,83568.1444,433785.1444,83531.1444,37.0,350254.0
24.01.2025,155880.1122,472609.1122,155632.1122,248.0,316977.0
25.01.2025,165152.2131,427164.2131,165058.2131,94.0,262106.0
26.01.2025,108900.7406,327093.7406,108621.7406,279.0,218472.0
27.01.2025,189713.7353,598165.7353,189697.7353,16.0,408468.0
28.01.2025,165789.8875,580316.8875,165767.8875,22.0,414549.0
29.01.2025,102503.6331,467343.6331,102502.6331,1.0,364841.0
30.01.2025,175854.4131,547045.4131,175848.4131,6.0,371197.0
31.01.2025,174259.1531,580481.1531,174259.1531,0.0,406222.0
01.02.2025,147032.9625,417910.9625,146931.9625,101.0,270979.0
02.02.2025,79332.8169,282450.8169,79132.8169,200.0,203318.0
03.02.2025,195321.0903,508960.0903,195266.0903,55.0,313694.0
04.02.2025,208675.9739,570469.9739,208671.9739,4.0,361798.0
05.02.2025,199844.3817,604800.3817,199844.3817,0.0,404956.0
06.02.2025,173059.8969,597262.8969,173044.8969,15.0,424218.0
07.02.2025,160602.9806,537941.9806,160585.9806,17.0,377356.0
08.02.2025,135707.0122,436247.0122,135673.0122,34.0,300574.0
09.02.2025,93741.7269,310483.7269,93555.7269,186.0,216928.0
10.02.2025,162819.8169,640694.8169,162819.8169,0.0,477875.0
11.02.2025,146558.7444,558152.7444,146524.7444,34.0,411628.0
12.02.2025,177373.7414,580054.7414,177365.7414,8.0,402689.0
13.02.2025,172607.9042,581401.9042,172592.9042,15.0,408809.0
14.02.2025,100001.6383,354596.6383,99832.6383,169.0,254764.0
15.02.2025,125570.3903,430426.3903,125517.3903,53.0,304909.0
16.02.2025,74492.1333,284401.1333,74388.1333,104.0,210013.0
17.02.2025,180894.7442,538881.7442,180861.7442,33.0,358020.0
18.02.2025,99977.3611,468685.3611,99970.3611,7.0,368715.0
19.02.2025,128994.4033,485990.4033,128956.4033,38.0,357034.0
20.02.2025,136974.4242,472752.4242,136815.4242,159.0,335937.0
21.02.2025,176869.7122,438919.6717,176664.7122,205.0,262254.9595
22.02.2025,63790.3597,442664.4002,63784.3597,6.0,378880.0405
23.02.2025,101022.6828,339315.6828,100968.6828,54.0,238347.0
24.02.2025,101154.6533,637235.6533,101154.6533,0.0,536081.0
25.02.2025,89750.4114,576889.4114,89750.4114,0.0,487139.0
26.02.2025,82329.8244,585926.8244,82329.8244,0.0,503597.0
27.02.2025,97057.6119,507368.6119,97057.6119,0.0,410311.0
28.02.2025,63347.4414,462437.4414,63347.4414,0.0,399090.0
01.03.2025,77016.7439,393109.7439,77004.7439,12.0,316105.0
02.03.2025,71338.6556,287949.6556,71273.6556,65.0,216676.0
03.03.2025,79285.2778,319469.2778,79247.2778,38.0,240222.0
04.03.2025,60684.7331,308361.7331,60643.7331,41.0,247718.0
05.03.2025,77148.3705,504316.3705,77148.3705,0.0,427168.0
06.03.2025,65134.932,490570.932,65134.932,0.0,425436.0
07.03.2025,84792.546,502796.546,84792.546,0.0,418004.0
08.03.2025,56744.8458,368578.8458,56744.8458,0.0,311834.0
09.03.2025,29397.0727,265508.0727,29397.0727,0.0,236111.0
10.03.2025,69261.7913,440715.7913,69261.7913,0.0,371454.0
11.03.2025,48394.3779,412543.3779,48394.3779,0.0,364149.0
12.03.2025,37285.8172,411322.8172,37285.8172,0.0,374037.0
13.03.2025,45527.784,379088.784,45527.784,0.0,333561.0
14.03.2025,57895.5937,418685.5937,57895.5937,0.0,360790.0
15.03.2025,61588.5036,357813.5036,61506.5036,82.0,296307.0
16.03.2025,75465.7972,287591.7972,75375.7972,90.0,212216.0
17.03.2025,129376.6908,486361.6908,129364.6908,12.0,356997.0
18.03.2025,182661.5615,530930.5615,182533.5615,128.0,348397.0
19.03.2025,193669.4439,469559.4439,193252.4439,417.0,276307.0
20.03.2025,219062.1417,566413.1417,218845.1417,217.0,347568.0
21.03.2025,172171.2744,523200.2744,171961.2744,210.0,351239.0
22.03.2025,120812.2996,404221.2996,120615.2996,197.0,283606.0
23.03.2025,89248.2775,302669.2775,89104.2775,144.0,213565.0
24.03.2025,59656.5734,450717.5734,59592.5734,64.0,391125.0
25.03.2025,112035.6597,444276.6597,111964.6597,71.0,332312.0
26.03.2025,86025.5614,401421.5614,86025.5614,0.0,315396.0
27.03.2025,130657.2958,455517.2958,130570.2958,87.0,324947.0
28.03.2025,97755.7808,477846.7808,97691.7808,64.0,380155.0
29.03.2025,30162.3478,323140.3478,30153.3478,9.0,292987.0
30.03.2025,60077.7464,274686.7464,59862.7464,215.0,214824.0
31.03.2025,73242.0772,432968.0772,73240.0772,2.0,359728.0
01.04.2025,125143.1047,321845.1047,124704.1047,439.0,197141.0
